id,metadata
266,{'title': 'Training a custom YOLOv7 in PyTorch and running it directly in the browser with TensorFlow.js nan'}
267,{'title': 'Data Augmentation Techniques for Audio Data in\xa0Python How to augment audio in waveform (time\xa0domain)…'}
268,"{'title': 'Python Watermarking: Old vs. New, Clunky vs. Clean\u200a—\u200aWhich Will You\xa0Choose? Python Watermarking Made…'}"
269,{'title': '9 Tips for Training Models on your University’s HPC\xa0Cluster How to effectively run and debug code in\xa0a…'}
270,{'title': 'Sometimes you have to hide the\xa0body nan'}
271,"{'title': 'Accessibility vs\xa0emojis At an emojis best, they can add fun and context to a post or message. At\xa0their…'}"
272,{'title': 'Kickstarting your accessibility champions team Having one accessibility champion doesn’t work in\xa0the…'}
273,"{'title': 'How Design is Governance Design not only shapes how a product or service will be used, but\xa0also…'}"
274,{'title': '7 Uncommon Advantages of Side Hustling That Helped Me Quit My\xa09–5 And become a solopreneur.'}
275,"{'title': 'Top 1% of Creators Don’t Focus on Quantity or Quality, They Focus on\xa0This The marketing of the\xa0future…'}"
276,{'title': 'How I Created a Niche Site That Makes 4-Figures a\xa0Month It’s only 1.5 years\xa0old.'}
277,"{'title': '<strong class=""markup--strong markup--h3-strong"">3 Ways You Can Improve as An Online Writer Without Buying Expensive Online\xa0Courses</strong> nan'}"
278,{'title': 'How Solopreneurs Can Grieve and Continue to Build Their\xa0Business Strategies for moving forward\xa0after…'}
279,"{'title': 'Why I Almost Quit Writing: My Top Seven\xa0Mistakes After writing for six months, my priorities have…'}"
280,{'title': 'How Writers Can Use Epistemic Humility To Write Better\xa0Content Controversy gets clicks. But humility…'}
281,"{'title': 'Stop Chasing Quantity and Start Creating\xa0Quality This Week In Writing, we discuss Medium’s new\xa0Boost…'}"
282,"{'title': 'Writers of the World Unite: We Shall Have Our Vengeance But to what extent, as writers, do we have\xa0the…'}"
283,{'title': 'How Writing Is Like Working In The Hotel\xa0Industry Personal experience of a seasoned hospitality…'}
284,{'title': 'Mastering the Art of Regression Analysis: 5 Key Metrics Every Data Scientist Should\xa0Know nan'}
285,{'title': 'Data Platform Architecture Types How well does it answer your business needs? Dilemma of a\xa0choice.'}
286,{'title': 'Implementing the Steepest Descent Algorithm in Python from\xa0Scratch nan'}
287,"{'title': 'From Causal Trees to\xa0Forests <em class=""markup--em markup--h4-em"">How to use random forests to do\xa0policy</em>'}"
288,{'title': 'Monitoring NLP models in production A code tutorial on detecting drift in text\xa0data'}
289,{'title': 'How to Connect to GCP Cloud SQL with Cloud SQL Auth Proxy in\xa0Docker Learn a standard way to\xa0connect…'}
290,{'title': 'Schedule a Python script to run automatically on a Windows Desktop/Azure VM Automatically refresh\xa0your…'}
291,{'title': 'Practical MLOps using Azure\xa0ML Automating ML pipelines using Azure ML CLI(v2) & github\xa0actions'}
292,{'title': 'Add interactivity to your web apps with\xa0React A Step-by-Step Guide to Develop a Map-Based Application…'}
293,{'title': 'Linear Discriminant Analysis (LDA) Can Be So\xa0Easy An Interactive Visualisation for You to Experiment…'}
294,{'title': 'Advanced JavaScript Functions to Improve Code\xa0Quality Enhance code quality with functions including…'}
295,{'title': 'The Most Powerful Climate Data Remains\xa0Hidden Climate data and models are far too often proprietary…'}
296,{'title': 'Solving Unity Environment with Deep Reinforcement Learning End to End Project with code of a\xa0PyTorch…'}
297,{'title': 'Book Review: Designing Machine Learning\xa0Systems A book review and summary of Designing Machine…'}
298,{'title': 'Sensitivity in Predictive Modeling: A Guide to Buying Paying Customers with Less\xa0Traffic nan'}
299,"{'title': 'Python enumerate() Function, Explained In this article we will explore how to use the\xa0Python…'}"
300,{'title': 'Build an AI that answers questions based on user research\xa0data. A guide to building an AI with a custom knowledge base using OpenAI\xa0API.'}
301,{'title': 'Approaching AI takeover and how to remain\xa0relevant Avoiding FOMO and building insight for enduring…'}
302,"{'title': 'Why No-Code tools are ready to\xa0disrupt With the right tools, we can close the gap between product\xa0and…'}"
303,"{'title': 'Hollywood UI, lessons of design, love letter to Figma, the UX of\xa0ADHD <em class=""markup--em markup--h4-em"">Weekly curated resources for</em>'}"
304,{'title': '9 Stupidly Killer Ways You Can Make Money With The Help of ChatGPT\u200a—\u200aNo\xa0BS I am making money with\xa0the…'}
305,{'title': '3 Things Successful People Don’t\xa0Do How you can reverse engineer\xa0success'}
306,"{'title': ""I've Been Growing My Site For 18 Months\u200a—\u200aHere's What I\xa0Achieved You can grow your website and\xa0earn…""}"
307,{'title': 'From Ordinary to Extraordinary: 4 Ways to Harness the Power of Unique Insights in Your\xa0Content nan'}
308,{'title': 'How Not To Get Replaced by\xa0AI? It’s easier than you\xa0think'}
309,"{'title': '<strong class=""markup--strong markup--h3-strong"">3 Things I Wished I Learned About Making Money Writing Online Before Going All\xa0In</strong> Nothing beats…'}"
310,{'title': 'The Secret Reason Why Writers Will Fail At Marketing nan'}
311,"{'title': 'Yes, You CAN Become a Better\xa0Writer nan'}"
312,{'title': 'From Imitation to Innovation: The Journey to Discovering Your Unique Writing\xa0Voice It’s time to be yourself and unleash your imagination'}
313,"{'title': 'Writer’s Creativity in Three\xa0Acts On narratives that entrap and enchant us, and then stick with us\xa0for…'}"
314,{'title': 'The Unexpected Lesson I Learned From NaNoWriMo My Take On Why It’s So Important To Win NaNoWriMo At…'}
315,{'title': 'Using Fourier Transform of Vector Representations Derived from BERT Embeddings for Semantic Closeness Evaluation nan'}
316,{'title': 'A Data-Driven Method to Reduce Employee Survey\xa0Length Reducing Survey Length While Maintaining…'}
317,{'title': 'Defining Interpretable Features A summary of the findings and developed taxonomy developed by\xa0MIT…'}
318,"{'title': '<strong class=""markup--strong markup--h3-strong"">BERxiT: Early Exiting for\xa0BERT</strong> <em class=""markup--em markup--h4-em"">Presenting the “early exiting” method for efficient inference in\xa0deep</em>'}"
319,{'title': 'Learning Python for Data Science On-the-Job Part 1: Philosophy Practical advice and philosophy on\xa0how…'}
320,{'title': 'Gradient Descent: Optimisation and Initialisation Explained A high-level introduction to optimisation…'}
321,{'title': 'Did Star Trek predict the future of\xa0UX? nan'}
322,{'title': 'Will ChatGPT spark the next financial bubble? What we can learn from the dot-com era and how\xa0to…'}
323,{'title': 'Personalized experiences: When do they become behaviour change? Designers are often trying\xa0to…'}
324,"{'title': 'Five steps for tackling design\xa0debt What is design debt, why it exists and the most effective…'}"
325,{'title': 'Ludic audio and player performance Part 1: Comprehensive and Indicative sounds'}
326,{'title': 'The Cheat Code to Building Wealth in Less than 5\xa0Years A simple 4-step formula you can copy in\xa0a…'}
327,{'title': '5 Small Things I Wish I knew When I Was Making $0 on the\xa0Internet Things to watch out for when\xa0writing…'}
328,"{'title': 'Enough Freelancing, Go Get a Real\xa0Job! Freelancing is hardcore.'}"
329,{'title': 'How to create an online business that makes you happy (even when your job is\xa0ok) Lessons from the\xa0top…'}
330,"{'title': '4 Perfect Ways To Polish Your Imperfect Writing Before you’re a writer, you’re a\xa0reader.'}"
331,{'title': 'Five Practical Tools Working Writers Really Need\xa0Now Productivity rocks!'}
332,{'title': 'My Loneliest Year Was Also My Most Successful How to leverage solitude into income in\xa02023'}
333,{'title': '5 Strategies to Help You Beat a Blank\xa0Page it’s not that hard to beat writer’s\xa0block!'}
334,{'title': '4 Bright-Ass Signs Your Article Is Off The\xa0Rails And what to do when you see\xa0them'}
335,"{'title': 'We’re Writers, Not Rocket\xa0Surgeons Our mistakes aren’t\xa0fatal'}"
336,{'title': 'Digital Marketing Analysis with Python and\xa0MySQL A digital marketing analytics exercise with explained…'}
337,"{'title': '<strong class=""markup--strong markup--h3-strong"">Mixture Models, Latent Variables and the Expectation Maximization Algorithm</strong> nan'}"
338,"{'title': '<strong class=""markup--strong markup--h3-strong"">A comprehensive guide on creating UI designs for iOS\xa0apps</strong> nan'}"
339,{'title': 'I Got Fired From My 9–5 For Having a Medium\xa0Account I was abruptly fired from a very nice 75k-a-year…'}
340,{'title': 'Why Most People Fail to Create Part-Time The simple truth about building alongside your full-time thing'}
341,{'title': 'Don’t Waste Your Time on LinkedIn. Do This\xa0Instead Time is precious. Invest in\xa0it.'}
342,{'title': 'Want to Be a Successful Writer? Start with These 9 Simple\xa0Habits If you want to make a living\xa0with…'}
343,{'title': 'Don’t ask for the meeting\xa0yet How to work leads differently in your buyer\xa0journey'}
344,{'title': 'Q&A: Dailyn Rodriguez on the Challenges She Had to Overcome to Become a Successful TV Showrunner nan'}
345,{'title': 'Salman Rushdie’s Sh*t Detector Tip Is The Best Writing Advice\xa0Ever If that little voice says\xa0it’s…'}
346,{'title': 'How Annie Dillard Can Help You Overcome Impostor\xa0Syndrome Her words explain why yours are valuable\xa0and…'}
347,{'title': 'An Introduction to Polars for Pandas\xa0Users Demonstrating how to use the new blazing fast DataFrame library for interacting with tabular\xa0data'}
348,"{'title': '<strong class=""markup--strong markup--h3-strong"">Model Evaluation in Time Series Forecasting</strong> Introducing backtesting for time series using\xa0the…'}"
349,"{'title': '<strong class=""markup--strong markup--h3-strong"">Experience can’t be designed: free yourself from\xa0UX</strong> Forget your title, this is about how to\xa0work…'}"
350,"{'title': 'What would a designer change in the official Scrum\xa0Guide? <em class=""markup--em markup--h4-em"">We are expecting an update to the\xa0“Scrum</em>'}"
351,"{'title': 'I Investigated a Curious, $997 Writing Platform to See If It’s Worth\xa0It My honest experience with…'}"
352,{'title': 'Stop Dreaming. Here’s How You Can Quit Your 9–5 Job and Become A Digital Nomad in\xa02023 nan'}
353,"{'title': 'Here’s How I Plan To Earn $10,000 Per Month As A Freelancer Creating a Freelancer USP'}"
354,{'title': 'I Doubled My Podcast Listens By Changing This One\xa0Thing How I went from 80 average listens to\xa0200'}
355,{'title': '7 Simple Ways to Dramatically Improve Your Writing\xa0Skills Use these tested techniques to make\xa0your…'}
356,{'title': 'Writers and Mental\xa0Health What writers can do to care for their mental\xa0health'}
357,"{'title': 'A 7-Step Guide to the Novel-Writing Process Writing a great novel is never easy, but this\xa0process…'}"
358,{'title': 'How to write for someone smarter than\xa0you Scintillate them\u200a—\u200athey’ll thank you for\xa0it'}
359,{'title': 'Uplift Modeling with Cost Optimization How to adjust CATE to consider costs associated with\xa0your…'}
360,{'title': 'How To Improve The Performance of Python Functions Speeding up frequently called functions in\xa0Python'}
361,"{'title': '<strong class=""markup--strong markup--h3-strong"">Data Scientists: Problem Solvers First, Algorithm Wizards\xa0Second</strong> nan'}"
362,{'title': 'Setting up a flask application for Data\xa0Science The basic structure of a flask application to\xa0allow…'}
363,{'title': 'Delta Lake\u200a—\u200aAutomatic Schema Evolution What happens and what you can/can’t do when merging evolutive…'}
364,{'title': 'Electric Cars In the Netherlands: Exploratory Data Analysis with Python and SQLAlchemy (Part\xa02) nan'}
365,{'title': 'Quick Text Sentiment Analysis with\xa0R Use TidyText to create a nice and quick text analysis with\xa0R'}
366,{'title': 'Simple way to Deploy ML Models as Flask APIs on Amazon\xa0ECS Deploy Flask APIs on Amazon ECS in\xa04…'}
367,{'title': '5 Functions is All You Need to Manage Your Data with\xa0dplyr How to efficiently make your\xa0data…'}
368,{'title': 'Essential Evaluation Metrics for Classification Problems in Machine\xa0Learning A Comprehensive Guide\xa0to…'}
369,"{'title': '<strong class=""markup--strong markup--h3-strong"">Software Specification in Agile\xa0Projects</strong> Raw insights from IBM’s biggest transformation projects'}"
370,{'title': 'The Path towards AI Regulation The contribution of the AI Act its\xa0impact'}
371,{'title': 'Machine learning on multioutput datasets: a quick\xa0guide How to train and validate ML models\xa0on…'}
372,{'title': 'From UX to Growth Design: 5 principles to multiply your\xa0value The evolution of Growth design over the years and what you can adapt from it to strengthen your product and design skillset.'}
